shark_seq_number	p16S_shark_12SPCR.30C.Coastal.Skew1.2.S37.L001	p16S_shark_12SPCR.30C.Coastal.Skew1.3.S45.L001	p16S_shark_12SPCR.30C.Coastal.Skew2.1.S30.L001	p16S_shark_12SPCR.30C.North.Even.1.S34.L001	p16S_shark_12SPCR.30C.North.Even.3.S50.L001	p16S_shark_12SPCR.30C.North.Skew1.1.S35.L001	p16S_shark_12SPCR.30C.North.Skew1.2.S43.L001	p16S_shark_12SPCR.30C.North.Skew2.3.S54.L001	p16S_shark_12SPCR.30C.Oceanic.Even.2.S39.L001	p16S_shark_12SPCR.30C.Oceanic.Even.3.S47.L001	p16S_shark_12SPCR.30C.Oceanic.Skew1.3.S48.L001	p16S_shark_12SPCR.30C.Oceanic.Skew2.2.S41.L001	p16S_shark_12SPCR.30C.Oceanic.Skew2.3.S49.L001	p16S_shark_12SPCR.33C.Coastal.Even.2.S63.L001	p16S_shark_12SPCR.33C.Coastal.Even.3.S71.L001	p16S_shark_12SPCR.33C.Coastal.Skew1.1.S56.L001	p16S_shark_12SPCR.33C.Coastal.Skew1.2.S64.L001	p16S_shark_12SPCR.33C.Coastal.Skew1.3.S72.L001	p16S_shark_12SPCR.33C.Coastal.Skew2.1.S57.L001	p16S_shark_12SPCR.33C.Coastal.Skew2.2.S65.L001	p16S_shark_12SPCR.33C.North.Even.1.S61.L001	p16S_shark_12SPCR.33C.North.Even.2.S69.L001	p16S_shark_12SPCR.33C.North.Even.3.S77.L001	p16S_shark_12SPCR.33C.North.Skew2.1.S79.L001	p16S_shark_12SPCR.33C.North.Skew2.2.S80.L001	p16S_shark_12SPCR.33C.Oceanic.Even.1.S58.L001	p16S_shark_12SPCR.33C.Oceanic.Even.2.S66.L001	p16S_shark_12SPCR.33C.Oceanic.Even.3.S74.L001	p16S_shark_12SPCR.33C.Oceanic.Skew1.1.S59.L001	p16S_shark_12SPCR.33C.Oceanic.Skew1.2.S67.L001	p16S_shark_12SPCR.33C.Oceanic.Skew1.3.S75.L001	p16S_shark_12SPCR.33C.Oceanic.Skew2.2.S68.L001	p16S_shark_12SPCR.33C.Oceanic.Skew2.3.S76.L001	p16S_shark_12SPCR.36C.Coastal.Even.2.S90.L001	p16S_shark_12SPCR.36C.Coastal.Even.3.S98.L001	p16S_shark_12SPCR.36C.Coastal.Skew1.1.S83.L001	p16S_shark_12SPCR.36C.Coastal.Skew1.3.S99.L001	p16S_shark_12SPCR.36C.Coastal.Skew2.1.S84.L001	p16S_shark_12SPCR.36C.Coastal.Skew2.2.S92.L001	p16S_shark_12SPCR.36C.Coastal.Skew2.3.S100.L001	p16S_shark_12SPCR.36C.North.Even.1.S88.L001	p16S_shark_12SPCR.36C.North.Even.2.S96.L001	p16S_shark_12SPCR.36C.North.Skew1.3.S105.L001	p16S_shark_12SPCR.36C.North.Skew2.2.S106.L001	p16S_shark_12SPCR.36C.Oceanic.Skew1.2.S94.L001	p16S_shark_12SPCR.36C.Oceanic.Skew2.1.S87.L001	p16S_shark_12SPCR.39C.Blackfin.Tuna.S133.L001	p16S_shark_12SPCR.39C.Coastal.Even.2.S115.L001	p16S_shark_12SPCR.39C.Coastal.Even.3.S121.L001	p16S_shark_12SPCR.39C.Coastal.Skew1.2.S116.L001	p16S_shark_12SPCR.39C.Coastal.Skew2.1.S135.L001	p16S_shark_12SPCR.39C.Coastal.Skew2.2.S117.L001	p16S_shark_12SPCR.39C.Coastal.Skew2.3.S123.L001	p16S_shark_12SPCR.39C.North.Even.1.S113.L001	p16S_shark_12SPCR.39C.North.Skew1.2.S120.L001	p16S_shark_12SPCR.39C.North.Skew1.3.S128.L001	p16S_shark_12SPCR.39C.North.Skew2.3.S131.L001	p16S_shark_12SPCR.39C.Oceanic.Even.1.S110.L001	p16S_shark_12SPCR.39C.Oceanic.Even.2.S136.L001	p16S_shark_12SPCR.39C.Oceanic.Even.3.S124.L001	p16S_shark_12SPCR.39C.Oceanic.Skew1.1.S111.L001	p16S_shark_12SPCR.39C.Oceanic.Skew1.2.S118.L001	p16S_shark_12SPCR.39C.Oceanic.Skew1.3.S125.L001	p16S_shark_12SPCR.39C.Oceanic.Skew2.1.S112.L001	p16S_shark_12SPCR.39C.Oceanic.Skew2.2.S137.L001	p16S_shark_12SPCR.39C.Tilapia.S132.L001	p16S_shark_16SPCR.Coastal.Even.1.S1.L001	p16S_shark_16SPCR.Coastal.Even.2.S9.L001	p16S_shark_16SPCR.Coastal.Even.3.S17.L001	p16S_shark_16SPCR.Coastal.Skew1.1.S2.L001	p16S_shark_16SPCR.Coastal.Skew1.2.S10.L001	p16S_shark_16SPCR.Coastal.Skew1.3.S18.L001	p16S_shark_16SPCR.Coastal.Skew2.1.S3.L001	p16S_shark_16SPCR.Coastal.Skew2.2.S11.L001	p16S_shark_16SPCR.Coastal.Skew2.3.S19.L001	p16S_shark_16SPCR.North.Even.1.S7.L001	p16S_shark_16SPCR.North.Even.2.S15.L001	p16S_shark_16SPCR.North.Even.3.S23.L001	p16S_shark_12SPCR.30C.Coastal.Skew1.1.S29.L001	p16S_shark_12SPCR.30C.North.Even.2.S42.L001	p16S_shark_12SPCR.30C.North.Skew1.3.S51.L001	p16S_shark_12SPCR.30C.North.Skew2.2.S53.L001	p16S_shark_12SPCR.30C.Oceanic.Even.1.S31.L001	p16S_shark_12SPCR.30C.Oceanic.Skew1.2.S40.L001	p16S_shark_12SPCR.33C.Coastal.Skew2.3.S73.L001	p16S_shark_12SPCR.36C.North.Even.3.S104.L001	p16S_shark_12SPCR.36C.North.Skew1.2.S97.L001	p16S_shark_12SPCR.36C.North.Skew2.1.S134.L001	p16S_shark_12SPCR.36C.North.Skew2.3.S107.L001	p16S_shark_12SPCR.36C.Oceanic.Even.1.S85.L001	p16S_shark_12SPCR.36C.Oceanic.Even.3.S101.L001	p16S_shark_12SPCR.36C.Oceanic.Skew1.1.S86.L001	p16S_shark_12SPCR.36C.Oceanic.Skew1.3.S102.L001	p16S_shark_12SPCR.36C.Oceanic.Skew2.3.S103.L001	p16S_shark_12SPCR.39C.Coastal.Even.1.S108.L001	p16S_shark_12SPCR.39C.Coastal.Skew1.1.S109.L001	p16S_shark_12SPCR.39C.Coastal.Skew1.3.S122.L001	p16S_shark_12SPCR.39C.North.Even.3.S127.L001	p16S_shark_12SPCR.39C.North.Skew1.1.S114.L001	p16S_shark_12SPCR.39C.North.Skew2.1.S129.L001	p16S_shark_12SPCR.39C.North.Skew2.2.S130.L001	p16S_shark_12SPCR.39C.Oceanic.Skew2.3.S126.L001	taxonomy	taxonomy_confidence	accessions
forward_p16S_shark_11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	3	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	superkingdom:Eukaryota;phylum:Chordata;class:Actinopteri;order:Salmoniformes;family:Salmonidae;genus:Oncorhynchus;species:Oncorhynchus kisutch;	superkingdom:100.0;phylum:100.0;class:100.0;order:100.0;family:100.0;genus:100.0;species:88.4833333333;	KF792729.1;KF792729.1;KU170132.1;KJ010737.1;KU170134.1;KU170133.1;GU018123.1;KU170131.1;KR476952.1;KU170128.1;KU170129.1;KU170130.1;KU170139.1;KU170135.1;KF792729.1;KU170138.1;KU170136.1;KU170137.1;EF455489.1
forward_p16S_shark_12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	superkingdom:Eukaryota;phylum:Chordata;class:Actinopteri;order:Pleuronectiformes;family:Pleuronectidae;genus:Hippoglossus;species:Hippoglossus stenolepis;	superkingdom:100.0;phylum:100.0;class:100.0;order:100.0;family:100.0;genus:94.3095238095;species:94.3095238095;	EF458356.1;EF119330.1;EF119260.1;EF458352.1;EF119241.1;EF458443.1;EF119288.1;EF458340.1;EF119300.1;KJ010583.1;EF119261.1;EF119275.1;EF119301.1;EF119289.1;KJ010578.1;KJ010580.1;KJ010683.1;KJ010589.1;EF458432.1;KJ010572.1;KJ010604.1
forward_p16S_shark_13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	5	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	superkingdom:Eukaryota;phylum:Chordata;class:Actinopteri;order:Salmoniformes;family:Salmonidae;genus:Oncorhynchus;species:Oncorhynchus gorbuscha;	superkingdom:100.0;phylum:100.0;class:100.0;order:100.0;family:100.0;genus:99.3;species:90.75;	KF792729.1;KF792729.1;EF455489.1;KU170138.1;KU170137.1;KR476952.1;KU170131.1;KU170130.1;KU170129.1;KF792729.1;KU170128.1;KJ010737.1;KU170132.1;KU170135.1;KU170134.1;KU170133.1;KU170139.1;KU170136.1;GU018123.1
forward_p16S_shark_14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	4	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	superkingdom:Eukaryota;phylum:Chordata;class:Chondrichthyes;order:Carcharhiniformes;family:Triakidae;genus:Mustelus;species:Mustelus californicus;	superkingdom:100.0;phylum:100.0;class:100.0;order:100.0;family:100.0;genus:100.0;species:90.15;	AY958675.1;KJ010763.1;AY462189.1;HQ010108.1;KU577279.1;KJ128839.1;EU848452.1;KU577280.1;AY462190.1;KJ010677.1;AY462187.1;AY958599.1;LC163978.1;GU324148.1;AY049049.1;AY462151.1;AY820736.1;KR703623.1;AY462150.1;KU577281.1;KJ128776.1;MF134847.1;AY462148.1;MF134848.1;KJ170949.1;KJ466999.1;AY958661.1;KR703622.1;AY462153.1;AY462183.1;AY147897.1;AY462173.1;HM239661.1;AY462177.1;AY462168.1;AY462176.1
forward_p16S_shark_15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	2	3	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	superkingdom:Eukaryota;phylum:Chordata;class:Actinopteri;order:Perciformes;family:Hexagrammidae;genus:Ophiodon;species:Ophiodon elongatus;	superkingdom:100.0;phylum:100.0;class:100.0;order:100.0;family:100.0;genus:100.0;species:100.0;	EF458353.1
forward_p16S_shark_16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	4	0	4	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	superkingdom:Eukaryota;phylum:Chordata;class:Chondrichthyes;order:Rhinopristiformes;family:Rhinobatidae;genus:Aptychotrema;species:Aptychotrema vincentiana;	superkingdom:100.0;phylum:100.0;class:99.0;order:99.0;family:99.0;genus:99.0;species:99.0;	KR153504.1;EF119247.1;EF119314.1;EF119271.1;EF458449.1;EF458422.1;KJ010565.1;EF458349.1
forward_p16S_shark_17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	superkingdom:Eukaryota;phylum:Chordata;class:Actinopteri;order:Salmoniformes;family:Salmonidae;genus:Oncorhynchus;species:Oncorhynchus kisutch;	superkingdom:100.0;phylum:100.0;class:100.0;order:100.0;family:100.0;genus:99.8333333333;species:87.9238095238;	KF792729.1;KF792729.1;KJ010737.1;KU170132.1;KU170134.1;KU170133.1;GU018123.1;KU170131.1;KR476952.1;KU170129.1;KU170130.1;KU170128.1;KU170139.1;KU170135.1;KF792729.1;KU170138.1;KU170136.1;KU170137.1;EF455489.1
forward_p16S_shark_18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	4	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	superkingdom:Eukaryota;phylum:Chordata;class:Actinopteri;order:Perciformes;family:Sebastidae;genus:Sebastes;species:Sebastes goodei;	superkingdom:100.0;phylum:100.0;class:100.0;order:100.0;family:100.0;genus:100.0;species:18.1182815722;	EF446567.1;KJ879183.1;KJ879092.1;KJ879093.1;KJ879075.1;KJ879184.1;KJ879052.1;EF446553.2;EF446599.1;KJ879023.1;EF446583.1;KJ879035.1;EF446569.1;KJ879165.1;KJ879160.1;KJ879148.1;KJ879128.1;KJ879034.1;EF446588.1;EF446578.1;KJ879120.1;KJ879024.1;KJ879100.1;EF446515.1;EF446550.1;KJ879142.1;EF446501.1;KJ879152.1;EF446548.1;EF446513.1;EF446502.1;KJ879175.1;KJ010601.1;EF446561.1;EF446572.1;EF446523.1;EF446574.1;KJ879022.1;EF446579.1;EF446598.1;EF446594.1;KJ879039.1;EF446511.1;EF446519.1;EF446512.1;EF446492.1;KJ879125.1;KJ879124.1;EF446600.1;EF446602.1;EF446504.1;KJ879141.1;KJ879127.1;EF446589.1;KJ879044.1;KJ879030.1;KJ879085.1;KJ879086.1
forward_p16S_shark_19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	2	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	superkingdom:Eukaryota;phylum:Chordata;class:Chondrichthyes;order:Rhinopristiformes;family:Rhinobatidae;genus:Aptychotrema;species:Aptychotrema vincentiana;	superkingdom:100.0;phylum:100.0;class:100.0;order:100.0;family:100.0;genus:100.0;species:100.0;	KR153504.1;EF458441.1;EF458351.1;KJ879093.1;KJ010760.1
forward_p16S_shark_20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	1	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	superkingdom:Eukaryota;phylum:Chordata;class:Chondrichthyes;order:Carcharhiniformes;family:Triakidae;genus:Triakis;species:Triakis semifasciata;	superkingdom:100.0;phylum:100.0;class:100.0;order:100.0;family:100.0;genus:100.0;species:100.0;	AY958599.1;AY462190.1;KJ128839.1;EU848452.1;HQ010108.1;AY462189.1;KJ128776.1;KJ010763.1;KU577279.1;AY958675.1;KU577280.1;KR703623.1;LC163978.1;AY820736.1;AY462187.1;AY462151.1;AY462148.1;HM239661.1;AY462150.1;KR703622.1;GU324148.1;KU577281.1;MF134847.1;AY462173.1;MF134848.1;AY958661.1;KJ466999.1;KJ170949.1;AY462175.1;AY462176.1;KR149232.1;AY462177.1
forward_p16S_shark_21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	superkingdom:Eukaryota;phylum:Chordata;class:Actinopteri;order:Perciformes;family:Hexagrammidae;genus:Ophiodon;species:Ophiodon elongatus;	superkingdom:100.0;phylum:100.0;class:100.0;order:100.0;family:100.0;genus:100.0;species:100.0;	EF458353.1
forward_p16S_shark_22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	superkingdom:Eukaryota;phylum:Chordata;class:Actinopteri;order:Salmoniformes;family:Salmonidae;genus:Oncorhynchus;species:Oncorhynchus gorbuscha;	superkingdom:100.0;phylum:100.0;class:100.0;order:100.0;family:100.0;genus:100.0;species:88.8333333333;	KF792729.1;KF792729.1;EF455489.1;KU170138.1;KU170137.1;KU170131.1;KR476952.1;KU170129.1;KJ010737.1;KU170132.1;KF792729.1;KU170130.1;KU170128.1;KU170135.1;KU170139.1;KU170134.1;KU170133.1
forward_p16S_shark_23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	superkingdom:Eukaryota;phylum:Chordata;class:Actinopteri;order:Salmoniformes;family:Salmonidae;genus:Oncorhynchus;species:Oncorhynchus mykiss;	superkingdom:100.0;phylum:100.0;class:100.0;order:100.0;family:100.0;genus:99.75;species:80.7928571429;	KF792729.1;KF792729.1;KR476952.1;KJ010737.1;KU170131.1;KU170139.1;KU170132.1;KU170128.1;KU170130.1;KU170133.1;KU170134.1;KU170129.1;GU018123.1;KF792729.1;KU170138.1;KU170135.1;KU170137.1;EF455489.1;KU170136.1
forward_p16S_shark_24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	superkingdom:Eukaryota;phylum:Chordata;class:Actinopteri;order:NA;family:Sciaenidae;genus:Genyonemus;species:Genyonemus lineatus;	superkingdom:100.0;phylum:100.0;class:94.0;order:70.6666666667;family:94.0;genus:94.0;species:94.0;	KJ010673.1;KJ010626.1;KJ010625.1;EF458355.1;EF458358.1;EF458480.1;KJ010714.1;EF458370.1;KR779493.1;KJ010648.1;KR779489.1;EF458449.1;KR779498.1;KJ010712.1;KJ010596.1;EF119332.1;EF458399.1;KJ010713.1;EF119322.1;KJ010571.1;KJ010594.1;KJ010619.1;KR779492.1;EF458436.1;KJ010692.1;EF458422.1;KJ010565.1;KJ010733.1;KJ010752.1;EF119319.1;EF458437.1;KJ010695.1;KR779478.1;EF119317.1;KR153504.1;EF119313.1;KR779488.1;EF458433.1;EF458446.1;KJ010707.1;KJ010562.1;KJ010567.1;EF458452.1;KJ010744.1;KJ010624.1;KJ010569.1;KJ010612.1;EF119294.1;EF458430.1;KJ010610.1;EF119295.1;EF458475.1
forward_p16S_shark_25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	superkingdom:Eukaryota;phylum:Chordata;class:Actinopteri;order:Salmoniformes;family:Salmonidae;genus:Oncorhynchus;species:Oncorhynchus gorbuscha;	superkingdom:100.0;phylum:100.0;class:100.0;order:100.0;family:100.0;genus:99.75;species:88.0833333333;	KF792729.1;KF792729.1;EF455489.1;KU170138.1;KU170137.1;KR476952.1;KU170131.1;KF792729.1;KU170129.1;KU170132.1;KJ010737.1;KU170128.1;KU170130.1;KU170135.1;KU170134.1;KU170133.1;KU170139.1
forward_p16S_shark_26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	superkingdom:Eukaryota;phylum:Chordata;class:Actinopteri;order:Salmoniformes;family:Salmonidae;genus:Oncorhynchus;species:Oncorhynchus keta;	superkingdom:100.0;phylum:100.0;class:100.0;order:100.0;family:100.0;genus:100.0;species:100.0;	KU170138.1;KF792729.1;KF792729.1;KU170137.1;EF455489.1;KR476952.1;KU170131.1;KU170135.1;KU170132.1;KU170130.1;KU170128.1;KU170129.1;KJ010737.1;KU170136.1;KF792729.1;KU170133.1;KU170134.1;KU170139.1;GU018123.1
forward_p16S_shark_27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	superkingdom:Eukaryota;phylum:Chordata;class:Actinopteri;order:Salmoniformes;family:Salmonidae;genus:Oncorhynchus;species:Oncorhynchus keta;	superkingdom:100.0;phylum:100.0;class:100.0;order:100.0;family:100.0;genus:100.0;species:100.0;	KU170138.1;KF792729.1;KF792729.1;KU170137.1;EF455489.1;KU170131.1;KR476952.1;KU170135.1;KU170132.1;KU170129.1;KU170128.1;KJ010737.1;KU170130.1;KU170136.1;KU170133.1;KU170134.1;KF792729.1;KU170139.1;GU018123.1
forward_p16S_shark_28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	superkingdom:Eukaryota;phylum:Chordata;class:Actinopteri;order:Perciformes;family:Sebastidae;genus:Sebastes;species:Sebastes goodei;	superkingdom:100.0;phylum:100.0;class:100.0;order:100.0;family:100.0;genus:100.0;species:17.8669846894;	EF446567.1;KJ879183.1;KJ879092.1;KJ879093.1;KJ879023.1;KJ879184.1;KJ879035.1;EF446583.1;EF446599.1;EF446569.1;KJ879165.1;KJ879075.1;EF446553.2;KJ879052.1;KJ879160.1;EF446578.1;EF446588.1;KJ879148.1;KJ879100.1;KJ879034.1;KJ879128.1;KJ879024.1;EF446550.1;EF446515.1;KJ879120.1;KJ879142.1;KJ879175.1;EF446513.1;KJ879022.1;EF446561.1;EF446523.1;EF446501.1;EF446572.1;EF446574.1;EF446502.1;EF446548.1;KJ010601.1;KJ879152.1;EF446519.1;KJ879039.1;EF446594.1;EF446598.1;EF446492.1;EF446579.1;EF446512.1;EF446504.1;EF446511.1;KJ879125.1;KJ879124.1;EF446602.1;EF446600.1;EF446589.1;KJ879141.1;KJ879127.1;KJ879044.1;KJ879030.1;KJ879085.1;KJ879086.1
forward_p16S_shark_29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	superkingdom:Eukaryota;phylum:Chordata;class:Chondrichthyes;order:Rhinopristiformes;family:Rhinobatidae;genus:Aptychotrema;species:Aptychotrema vincentiana;	superkingdom:100.0;phylum:100.0;class:100.0;order:100.0;family:100.0;genus:100.0;species:100.0;	EF119247.1;EF119314.1;KJ010656.1;KJ010655.1;KJ010631.1;EF119271.1;EF458449.1;EF458440.1;EF458370.1;KR779493.1;KR153504.1;KJ010565.1;EF458422.1;KJ010594.1;EF458376.1;EF458342.1;EF458441.1;KJ010613.1;KJ010692.1;EF458351.1;KJ010760.1;KJ010575.1;KR779502.1;EF458358.1;EF458355.1;EF446515.1;KJ010611.1;KR779496.1;EF119319.1;KR779492.1;KJ010694.1;EF458357.1;KJ010695.1;EF119269.2;EF458380.1;EF458349.1;EF458480.1;EF119264.1;EF119253.1;EF458381.1;KR779510.1
forward_p16S_shark_30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	superkingdom:Eukaryota;phylum:Chordata;class:Chondrichthyes;order:Myliobatiformes;family:Myliobatidae;genus:Myliobatis;species:Myliobatis aquila;	superkingdom:100.0;phylum:100.0;class:100.0;order:100.0;family:100.0;genus:100.0;species:97.0;	KX688083.1;EU848472.1;KM364985.1;KF317716.1
